ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5506461,HN318107,05/02/2007 01:30:00 PM,073XX N RIDGE BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2424,024,49,1,18,1160662,1948871,2007,02/28/2018 03:56:25 PM,42.015400701,-87.68415791,(42.015400701, -87.68415791)
2857054,HJ504872,07/19/2003 12:35:55 PM,050XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0231,002,3,38,05,1178009,1871704,2003,02/28/2018 03:56:25 PM,41.803272642,-87.62268007,(41.803272642, -87.62268007)
2410388,HH726502,10/20/2002 12:00:00 PM,065XX S SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,15,67,08B,1163822,1861239,2002,02/28/2018 03:56:25 PM,41.774865444,-87.675004417,(41.774865444, -87.675004417)
9860363,HX510118,11/16/2014 03:00:00 PM,060XX S WABASH AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0311,003,20,40,06,1177751,1864999,2014,02/10/2018 03:50:01 PM,41.784879327,-87.62382922,(41.784879327, -87.62382922)
1381611,G091385,02/14/2001 03:55:00 AM,026XX W 69 ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0831,008,,,14,1160138,1858840,2001,08/17/2015 03:03:40 PM,41.768358838,-87.688575427,(41.768358838, -87.688575427)
8923894,HV596303,12/09/2012 04:00:00 PM,064XX S MARYLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0312,003,20,42,14,1183001,1862629,2012,02/10/2018 03:50:01 PM,41.77825534,-87.604654325,(41.77825534, -87.604654325)
2930663,HJ614344,09/07/2003 09:05:00 PM,102XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0511,005,9,49,14,1177401,1837163,2003,02/28/2018 03:56:25 PM,41.708501922,-87.625951474,(41.708501922, -87.625951474)
7212812,HR625842,11/04/2009 01:27:57 PM,044XX S EVANS AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0222,002,3,38,06,1181894,1875785,2009,02/28/2018 03:56:25 PM,41.814382204,-87.608305812,(41.814382204, -87.608305812)
7735243,HS542524,09/29/2010 10:48:00 AM,018XX W WILSON AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1922,019,47,4,06,1163252,1930580,2010,02/10/2018 03:50:01 PM,41.965155327,-87.675144891,(41.965155327, -87.675144891)
7671645,HS437057,07/30/2010 06:00:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,1154228,1895173,2010,02/10/2018 03:50:01 PM,41.868180939,-87.709271389,(41.868180939, -87.709271389)
8901699,HV576149,11/25/2012 09:00:00 AM,008XX W ADDISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,1924,019,44,6,11,1170200,1924134,2012,02/10/2018 03:50:01 PM,41.947317986,-87.649787936,(41.947317986, -87.649787936)
7126847,HR536312,09/14/2009 12:45:00 PM,007XX E 46TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0222,002,4,38,24,1182185,1874680,2009,02/04/2016 06:33:39 AM,41.811343256,-87.60727265,(41.811343256, -87.60727265)
8642263,HV317508,06/04/2012 12:42:00 AM,012XX W 49TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0933,009,16,61,14,1168838,1871955,2012,02/04/2016 06:33:39 AM,41.804164566,-87.656307135,(41.804164566, -87.656307135)
7186254,HR597743,10/20/2009 09:55:00 AM,067XX S HALSTED ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0723,007,6,68,24,1172128,1860266,2009,02/28/2018 03:56:25 PM,41.772016903,-87.64458443,(41.772016903, -87.64458443)
8931856,HV603432,12/15/2012 05:00:00 AM,020XX W PIERCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,false,false,1424,014,1,24,07,1162524,1910239,2012,02/10/2018 03:50:01 PM,41.909353745,-87.67839294,(41.909353745, -87.67839294)
9286781,HW431093,08/30/2013 10:45:00 PM,007XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,1524,015,37,25,08B,1140187,1904331,2013,02/10/2018 03:50:01 PM,41.893580201,-87.760594937,(41.893580201, -87.760594937)
5473527,HN299271,04/22/2007 08:40:00 PM,022XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1332,012,2,28,08B,1161562,1900316,2007,02/28/2018 03:56:25 PM,41.882144335,-87.682203547,(41.882144335, -87.682203547)
10678393,HZ431088,09/12/2016 01:50:00 PM,0000X W 102ND ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0511,005,9,49,26,1177970,1837342,2016,02/10/2018 03:50:01 PM,41.708980277,-87.623862363,(41.708980277, -87.623862363)
5203706,HM790898,12/23/2006 01:05:00 PM,100XX W OHARE ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,false,false,1651,016,41,76,26,1100658,1934241,2006,02/28/2018 03:56:25 PM,41.976290414,-87.905227221,(41.976290414, -87.905227221)
8404400,HT555962,12/18/2011 09:00:00 AM,057XX S CICERO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,false,true,0813,008,23,56,26,1145654,1866253,2011,02/10/2018 03:50:01 PM,41.788987036,-87.74147999,(41.788987036, -87.74147999)
2827903,HJ483309,07/08/2003 07:00:00 PM,101XX S AVENUE J,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0432,004,10,52,08A,1202480,1838320,2003,02/28/2018 03:56:25 PM,41.711074783,-87.534072794,(41.711074783, -87.534072794)
10602297,HZ354331,07/10/2016 12:00:00 PM,016XX E 71ST ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,0332,003,5,43,11,1188642,1858271,2016,02/10/2018 03:50:01 PM,41.7661636,-87.584113638,(41.7661636, -87.584113638)
3549246,HK630172,09/17/2004 05:00:00 AM,058XX S ARTESIAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0824,008,16,63,05,1161036,1865878,2004,02/28/2018 03:56:25 PM,41.787653567,-87.685089334,(41.787653567, -87.685089334)
7764606,HS572764,10/19/2010 08:00:00 PM,037XX S MICHIGAN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0211,002,3,35,18,1177805,1880451,2010,02/04/2016 06:33:39 AM,41.827279786,-87.623163113,(41.827279786, -87.623163113)
5810560,HN614575,09/27/2007 02:20:00 PM,119XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0532,005,9,53,18,1178981,1825999,2007,02/28/2018 03:56:25 PM,41.677830552,-87.620503762,(41.677830552, -87.620503762)
8405783,HT638854,12/19/2011 01:35:00 PM,050XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1531,015,37,25,08A,1142722,1906188,2011,02/10/2018 03:50:01 PM,41.898629212,-87.751238366,(41.898629212, -87.751238366)
5535458,HN338397,05/12/2007 03:55:00 PM,004XX E 62ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0313,003,20,42,18,1180447,1864004,2007,02/28/2018 03:56:25 PM,41.782087479,-87.613975147,(41.782087479, -87.613975147)
6527799,HP601182,09/30/2008 10:45:00 AM,107XX S EDBROOKE AVE,0810,THEFT,OVER $500,STREET,false,false,0513,005,9,49,06,1179148,1833744,2008,02/28/2018 03:56:25 PM,41.699080158,-87.619657627,(41.699080158, -87.619657627)
3497724,HK572282,08/20/2004 03:00:00 PM,071XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,2411,024,50,2,06,1159020,1947508,2004,02/28/2018 03:56:25 PM,42.011694602,-87.690237586,(42.011694602, -87.690237586)
9140128,HW285516,05/22/2013 05:30:00 AM,001XX S WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,true,false,0122,001,2,32,26,1173953,1899697,2013,02/10/2018 03:50:01 PM,41.880178769,-87.63672258,(41.880178769, -87.63672258)
7235389,HR638420,11/11/2009 05:46:09 PM,018XX W 18TH ST,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,true,false,1223,012,25,31,18,1164440,1891435,2009,02/28/2018 03:56:25 PM,41.857713689,-87.67188684,(41.857713689, -87.67188684)
2977523,HJ672642,10/05/2003 01:30:02 AM,022XX N HALSTED ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1812,018,43,7,04A,1170583,1915009,2003,02/28/2018 03:56:25 PM,41.922270202,-87.648648009,(41.922270202, -87.648648009)
10092384,HY280749,05/30/2015 06:10:00 AM,002XX S HAMLIN BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1122,011,28,27,15,1151107,1898580,2015,02/10/2018 03:50:01 PM,41.877591818,-87.720639996,(41.877591818, -87.720639996)
1873321,G718598,11/30/2001 12:25:10 PM,029XX W 83 ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0835,008,,,08A,1158181,1849398,2001,08/17/2015 03:03:40 PM,41.742488556,-87.696005219,(41.742488556, -87.696005219)
5537091,HN349588,05/11/2007 11:00:00 PM,057XX N ORANGE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1614,016,41,10,08A,1122441,1936926,2007,02/10/2018 03:50:01 PM,41.983331676,-87.825061518,(41.983331676, -87.825061518)
5061195,HM667655,10/17/2006 04:00:00 PM,119XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,false,false,0532,005,9,53,06,1178981,1825999,2006,02/28/2018 03:56:25 PM,41.677830552,-87.620503762,(41.677830552, -87.620503762)
8332707,HT566981,10/22/2011 01:26:00 PM,014XX S JEFFERSON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0131,001,2,28,26,1172551,1893526,2011,02/04/2016 06:33:39 AM,41.863276227,-87.642053002,(41.863276227, -87.642053002)
9772689,HX423131,09/10/2014 01:01:00 PM,049XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,0821,008,14,57,06,1150934,1871470,2014,02/10/2018 03:50:01 PM,41.803201891,-87.72198373,(41.803201891, -87.72198373)
9518411,HX173839,03/05/2014 06:24:00 PM,064XX S COTTAGE GROVE AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,true,false,0312,003,20,42,07,1182675,1862253,2014,02/10/2018 03:50:01 PM,41.777231135,-87.605861104,(41.777231135, -87.605861104)
10569725,HZ317807,06/20/2016 10:00:00 AM,042XX W 16TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,DAY CARE CENTER,false,true,1012,010,24,29,20,1148464,1891710,2016,02/10/2018 03:50:01 PM,41.858791083,-87.730521617,(41.858791083, -87.730521617)
8901791,HV576185,11/25/2012 02:45:00 PM,019XX W FARGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2424,024,49,1,08B,1162211,1949332,2012,02/10/2018 03:50:01 PM,42.016633317,-87.678445152,(42.016633317, -87.678445152)
3554233,HK637585,09/21/2004 01:30:00 AM,017XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1422,014,26,23,14,1152546,1911434,2004,02/28/2018 03:56:25 PM,41.91283615,-87.715016201,(41.91283615, -87.715016201)
6010641,HP115029,01/09/2008 02:45:00 PM,084XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0632,006,8,44,08B,1184019,1849407,2008,02/28/2018 03:56:25 PM,41.741949134,-87.601334796,(41.741949134, -87.601334796)
9526115,HX180495,03/11/2014 12:05:00 PM,013XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1011,010,24,29,08B,1151260,1893273,2014,02/04/2016 06:33:39 AM,41.863025811,-87.720217396,(41.863025811, -87.720217396)
9193710,HW338566,06/28/2013 01:50:00 AM,087XX S LAFAYETTE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS STOP,false,false,0634,006,21,44,04B,1177462,1847094,2013,02/10/2018 03:50:01 PM,41.735752519,-87.625429032,(41.735752519, -87.625429032)
8873696,HV547477,11/04/2012 05:04:00 AM,007XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1812,018,43,7,06,1170809,1915511,2012,02/10/2018 03:50:01 PM,41.923642759,-87.647802878,(41.923642759, -87.647802878)
2116771,HH354723,05/07/2002 02:02:14 AM,091XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,2221,022,21,73,14,1167278,1844029,2002,02/28/2018 03:56:25 PM,41.727565512,-87.662826863,(41.727565512, -87.662826863)
9639589,HX290416,06/04/2014 08:00:00 PM,030XX S HALSTED ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0913,009,11,60,08B,1171460,1884820,2014,02/10/2018 03:50:01 PM,41.839410287,-87.646313633,(41.839410287, -87.646313633)
4012288,HL370831,05/21/2005 06:00:00 PM,034XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,017,35,21,07,1153081,1921071,2005,02/28/2018 03:56:25 PM,41.939270274,-87.712794514,(41.939270274, -87.712794514)
6635312,HP707926,11/29/2008 02:00:00 AM,002XX W 107TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,0513,005,34,49,07,1176567,1833986,2008,02/10/2018 03:50:01 PM,41.699802541,-87.629100771,(41.699802541, -87.629100771)
7194810,HR607489,10/25/2009 03:40:00 PM,051XX W NORTH AVE,0560,ASSAULT,SIMPLE,BARBERSHOP,false,false,2533,025,37,25,08A,1142152,1910158,2009,02/28/2018 03:56:25 PM,41.909533936,-87.753233363,(41.909533936, -87.753233363)
1671404,G463290,08/05/2001 10:06:07 PM,020XX W 83 ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0614,006,,,26,1163912,1849557,2001,08/17/2015 03:03:40 PM,41.742806482,-87.675002212,(41.742806482, -87.675002212)
4985179,HM592932,09/10/2006 12:10:00 PM,020XX W 68TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,17,67,08B,1163906,1859226,2006,02/28/2018 03:56:25 PM,41.769339734,-87.674752993,(41.769339734, -87.674752993)
7688088,HS494019,09/01/2010 05:30:00 PM,070XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2511,025,36,18,08B,1128509,1917816,2010,02/10/2018 03:50:01 PM,41.930790733,-87.803178896,(41.930790733, -87.803178896)
2251515,HH528526,07/21/2002 08:00:00 PM,016XX E 50TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2132,002,4,39,07,1187971,1872185,2002,02/10/2018 03:50:01 PM,41.804360707,-87.586129856,(41.804360707, -87.586129856)
6717078,HR133942,01/22/2009 06:55:00 PM,018XX N DRAKE AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,false,false,1422,014,26,22,07,1152529,1911991,2009,02/04/2016 06:33:39 AM,41.914364945,-87.715063904,(41.914364945, -87.715063904)
6234244,HP320391,05/05/2008 04:00:00 AM,013XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0612,006,21,71,14,1168626,1851712,2008,02/28/2018 03:56:25 PM,41.74861984,-87.657667958,(41.74861984, -87.657667958)
8950286,HV622676,12/30/2012 05:15:00 PM,006XX E GRAND AVE,0860,THEFT,RETAIL THEFT,OTHER,false,false,1834,018,42,8,06,1180796,1904058,2012,02/10/2018 03:50:01 PM,41.891990384,-87.611461502,(41.891990384, -87.611461502)
6030397,HP134354,01/20/2008 06:39:00 PM,019XX N SAWYER AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,1422,014,35,22,08B,1154279,1912558,2008,02/28/2018 03:56:25 PM,41.915886043,-87.708619469,(41.915886043, -87.708619469)
1830202,G665811,11/03/2001 03:00:00 PM,052XX W OAKDALE AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2514,025,,,07,1140979,1919072,2001,08/17/2015 03:03:40 PM,41.934016594,-87.757322558,(41.934016594, -87.757322558)
8265956,HT499397,09/16/2011 10:58:00 AM,040XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1115,011,28,26,18,1149472,1899354,2011,02/10/2018 03:50:01 PM,41.879747632,-87.726623245,(41.879747632, -87.726623245)
10237437,HY425241,09/15/2015 09:30:00 PM,049XX S CHICAGO BEACH DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0222,002,4,39,14,1188221,1872737,2015,09/24/2015 07:50:13 PM,41.805869465,-87.585195364,(41.805869465, -87.585195364)
10243185,HY431354,09/20/2015 02:25:00 PM,037XX N FREMONT ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1923,019,44,6,05,1169596,1925043,2015,02/10/2018 03:50:01 PM,41.949825513,-87.651981504,(41.949825513, -87.651981504)
2099671,HH331646,04/25/2002 12:00:00 PM,033XX N HAMILTON AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1913,019,32,5,06,1161438,1922057,2002,02/10/2018 03:50:01 PM,41.941805808,-87.682052676,(41.941805808, -87.682052676)
8534966,HV211448,03/22/2012 10:45:00 PM,027XX W CHICAGO AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1311,012,26,24,05,1158093,1905216,2012,02/10/2018 03:50:01 PM,41.895661898,-87.694807839,(41.895661898, -87.694807839)
11000936,JA328517,06/29/2017 10:30:00 PM,001XX E GARFIELD BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0231,002,3,40,14,1178258,1868584,2017,02/10/2018 03:50:01 PM,41.79470542,-87.621861584,(41.79470542, -87.621861584)
6468584,HP547713,09/01/2008 06:00:00 PM,052XX S TRIPP AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0815,008,23,57,26,1148916,1869623,2008,02/28/2018 03:56:25 PM,41.798172593,-87.729432373,(41.798172593, -87.729432373)
10416949,HZ154847,02/17/2016 02:50:00 PM,026XX S CALIFORNIA AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,JAIL / LOCK-UP FACILITY,true,false,1033,010,12,30,26,1158136,1886128,2016,02/10/2018 03:50:01 PM,41.843281635,-87.695171094,(41.843281635, -87.695171094)
7824604,HS635749,11/28/2010 12:28:00 AM,006XX W 64TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0723,007,20,68,08B,1172873,1862443,2010,02/10/2018 03:50:01 PM,41.777974439,-87.641789327,(41.777974439, -87.641789327)
10663719,HZ312787,06/18/2016 09:47:00 AM,020XX E 71ST ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SMALL RETAIL STORE,true,false,0331,003,5,43,18,1190984,1858323,2016,02/10/2018 03:50:01 PM,41.766249991,-87.575527839,(41.766249991, -87.575527839)
9204906,HW350499,07/06/2013 11:10:00 AM,131XX S BUFFALO AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0433,004,10,55,08A,1200084,1818428,2013,02/10/2018 03:50:01 PM,41.656549873,-87.543515111,(41.656549873, -87.543515111)
10566324,HZ313955,06/19/2016 03:00:00 AM,009XX W BELMONT AVE,0460,BATTERY,SIMPLE,STREET,false,false,1933,019,44,6,08B,1169269,1921430,2016,02/10/2018 03:50:01 PM,41.93991842,-87.653288878,(41.93991842, -87.653288878)
6350474,HP438700,07/07/2008 07:00:00 PM,032XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1123,011,28,27,08B,1154770,1900800,2008,02/28/2018 03:56:25 PM,41.88361118,-87.707130873,(41.88361118, -87.707130873)
4754455,HM260322,03/29/2006 07:45:00 PM,120XX S EMERALD AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0523,005,34,53,18,1173453,1825131,2006,02/10/2018 03:50:01 PM,41.675572338,-87.640763574,(41.675572338, -87.640763574)
3926552,HL301582,04/17/2005 04:00:00 PM,083XX S SAGINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0423,004,7,46,14,1195285,1850150,2005,02/28/2018 03:56:25 PM,41.7437176,-87.560032701,(41.7437176, -87.560032701)
8845859,HV519167,10/12/2012 03:00:00 PM,019XX N MENDELL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FACTORY/MANUFACTURING BUILDING,false,true,1433,014,32,22,26,1165993,1913063,2012,02/10/2018 03:50:01 PM,41.917029588,-87.665568637,(41.917029588, -87.665568637)
9921884,HY111216,01/10/2015 03:00:00 PM,060XX S PARKSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0812,008,13,64,14,1139766,1863895,2015,02/10/2018 03:50:01 PM,41.78262547,-87.763127023,(41.78262547, -87.763127023)
10552614,HZ299075,06/08/2016 06:07:00 PM,053XX N ELSTON AVE,0330,ROBBERY,AGGRAVATED,BANK,true,false,1623,016,45,11,03,1140936,1935290,2016,02/10/2018 03:50:01 PM,41.978521043,-87.757079805,(41.978521043, -87.757079805)
9070923,HW216129,04/02/2013 10:45:00 AM,014XX S KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1011,010,24,29,18,1149286,1892698,2013,02/10/2018 03:50:01 PM,41.861486398,-87.727478715,(41.861486398, -87.727478715)
4595786,HM188377,02/16/2006 03:00:00 PM,040XX S LAKE PARK AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,2123,002,4,36,26,1183774,1878164,2006,02/28/2018 03:56:25 PM,41.820866616,-87.601335515,(41.820866616, -87.601335515)
6850632,HR248804,04/02/2009 09:43:32 PM,017XX W HOWARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2422,024,49,1,18,1163172,1950347,2009,02/04/2016 06:33:39 AM,42.019398266,-87.67488021,(42.019398266, -87.67488021)
5735410,HN511145,08/05/2007 08:54:00 PM,009XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0733,007,17,68,15,1171104,1857753,2007,02/28/2018 03:56:25 PM,41.765143364,-87.648411447,(41.765143364, -87.648411447)
7750795,HS559717,10/11/2010 05:00:00 PM,025XX N LAWNDALE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,2524,025,35,22,14,1151286,1916680,2010,02/10/2018 03:50:01 PM,41.927256473,-87.719507217,(41.927256473, -87.719507217)
9648720,HX299079,11/07/2013 05:30:00 PM,007XX N ADA ST,0810,THEFT,OVER $500,STREET,false,false,1215,012,27,24,06,1167190,1905337,2013,02/10/2018 03:50:01 PM,41.89580329,-87.661393232,(41.89580329, -87.661393232)
9186629,HW331871,06/23/2013 02:53:00 PM,014XX W 47TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0924,009,3,61,06,1167554,1873583,2013,02/10/2018 03:50:01 PM,41.808659638,-87.660969527,(41.808659638, -87.660969527)
2595358,HJ190301,02/18/2003 11:53:16 AM,036XX S FEDERAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,0211,002,3,35,26,1176228,1880774,2003,02/28/2018 03:56:25 PM,41.828201751,-87.628939124,(41.828201751, -87.628939124)
10099778,HY288354,06/05/2015 12:11:00 AM,090XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2222,022,21,73,08B,1170903,1844864,2015,02/10/2018 03:50:01 PM,41.729778618,-87.649523608,(41.729778618, -87.649523608)
2800637,HJ436562,06/18/2003 06:50:00 AM,042XX S PRAIRIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0214,002,3,38,16,1178742,1877055,2003,02/28/2018 03:56:25 PM,41.817939584,-87.619828901,(41.817939584, -87.619828901)
5831430,HN638693,10/09/2007 08:10:00 PM,005XX N MICHIGAN AVE,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1834,018,42,8,16,1177337,1904039,2007,02/28/2018 03:56:25 PM,41.892017399,-87.624165306,(41.892017399, -87.624165306)
11167992,JA535975,12/04/2017 02:46:00 AM,079XX S MUSKEGON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0422,004,7,46,05,1196551,1852835,2017,02/10/2018 03:50:01 PM,41.751054131,-87.555305122,(41.751054131, -87.555305122)
2081275,HH308293,04/14/2002 04:00:00 PM,076XX W BALMORAL AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1613,016,,,14,1124371,1934954,2002,02/28/2018 03:56:25 PM,41.977888651,-87.818006814,(41.977888651, -87.818006814)
4372711,HL661174,10/08/2005 01:00:00 PM,007XX W 43RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0935,009,11,61,14,1172139,1876371,2005,02/28/2018 03:56:25 PM,41.816210524,-87.644070771,(41.816210524, -87.644070771)
10794413,HZ565193,12/25/2016 09:30:00 PM,085XX S CONSTANCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0412,004,8,45,14,1190006,1848817,2016,02/10/2018 03:50:01 PM,41.740188275,-87.579417823,(41.740188275, -87.579417823)
7877783,HT108116,01/06/2011 03:40:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,OTHER,true,false,2311,019,46,3,06,1168469,1929861,2011,02/04/2016 06:33:39 AM,41.963070794,-87.655984213,(41.963070794, -87.655984213)
